Adress,City,Street name,Postal code,Latitude,Longitude,Rooms,Property type,Elevator,Balcony/Terrace,Energy label,Price,Province,Days on Market,Link,Off. vurdering,Home size,Monthly expense,Ground size
Paabyvej 4B,Kolding,Paabyvej 4B,6000,55.523968,9.461224,3 værelser,Villa,,,C,1375000,Sydjylland,45 dage,https://www.boligsiden.dk/addresses/0a3f50bc-2d0a-32b8-e044-0003ba298018,,86,1.898,703
Havnevej 97,Grenaa,Havnevej 97,8500,56.41317,10.900931,4 værelser,Villa/Fritidsbolig,,,C,1045000,Østjylland,9 dage,https://www.boligsiden.dk/addresses/0a3f50bf-cf0c-32b8-e044-0003ba298018,735.000,90,1.452,883
Villavej 2,Auning,Villavej 2,8963,56.458282,10.419922,4 værelser,Villa,,,E,575000,Østjylland,49 dage,https://www.boligsiden.dk/addresses/0a3f50c1-7e9f-32b8-e044-0003ba298018,467.000,106,1.066,805
Lundbyesvej 7,Løgumkloster,Lundbyesvej 7,6240,55.061607,9.1039915,4 værelser,Villa/Fritidsbolig,,,G,465000,Sydjylland,309 dage,https://www.boligsiden.dk/addresses/0a3f50b7-0483-32b8-e044-0003ba298018,525.000,149,1.132,1763
Myntevej 1,Risskov,Myntevej 1,8240,56.19919,10.254662,5 værelser,Villa,,,C,9500000,Østjylland,416 dage,https://www.boligsiden.dk/addresses/0a3f50c3-aeb2-32b8-e044-0003ba298018,5.636.000,154,5.179,587
Sortemosevej 37,Herlev,Sortemosevej 37,2730,55.754715,12.396948,5 værelser,Villa,,,C,5195000,Københavns omegn,3 dage,https://www.boligsiden.dk/addresses/0a3f50a5-00bf-32b8-e044-0003ba298018,5.122.000,140,4.29,804
Toftebjergvej 40,Hørsholm,Toftebjergvej 40,2970,55.863754,12.489093,4 værelser,Villa,,,A2015,11800000,Nordsjælland,17 dage,https://www.boligsiden.dk/addresses/0a3f50a7-ffdb-32b8-e044-0003ba298018,7.087.000,174,5.145,987
Elme Alle 40,Taastrup,Elme Alle 40,2630,55.647102,12.305044,5 værelser,Villa,,,C,3695000,Københavns omegn,181 dage,https://www.boligsiden.dk/addresses/0a3f50a5-aff0-32b8-e044-0003ba298018,3.911.000,149,3.845,702
Vesterdamsvænget 147,Herning,Vesterdamsvænget 147,7400,56.108673,8.963681,5 værelser,Villa,,,A2015,4995000,Vestjylland,59 dage,https://www.boligsiden.dk/addresses/1ebaea47-3376-47ea-b163-8b0c689d7f92,4.186.000,214,2.829,1330
Gl Krovej 15,Odder,Gl Krovej 15,8300,56.020508,10.263144,4 værelser,Villa,,,D,2495000,Østjylland,181 dage,https://www.boligsiden.dk/addresses/0a3f50c0-9c0f-32b8-e044-0003ba298018,2.540.000,146,3.079,593
Hasselvej 26,Frederiksværk,Hasselvej 26,3300,55.9868,12.005473,3 værelser,Villa,,,C,1795000,Nordsjælland,71 dage,https://www.boligsiden.dk/addresses/0a3f50a8-7f53-32b8-e044-0003ba298018,1.905.000,110,2.399,801
Bülowsvej 4,Store Heddinge,Bülowsvej 4,4660,55.304558,12.388143,7 værelser,Villa,,,C,1795000,Vest- og Sydsjælland,69 dage,https://www.boligsiden.dk/addresses/0a3f50b1-4acb-32b8-e044-0003ba298018,1.904.000,180,2.325,797
Skårupøre Strandvej 78,Skårup Fyn,Skårupøre Strandvej 78,5881,55.073307,10.7441225,7 værelser,Villa,,,C,2795000,Fyn,200 dage,https://www.boligsiden.dk/addresses/0a3f50b5-9fba-32b8-e044-0003ba298018,3.367.000,211,3.587,3065
Gjeddesdalvej 8,Vallensbæk Strand,Gjeddesdalvej 8,2665,55.624775,12.369088,5 værelser,Villa,,,C,3995000,Københavns omegn,39 dage,https://www.boligsiden.dk/addresses/0a3f50a7-81b9-32b8-e044-0003ba298018,3.297.000,130,3.633,800
Rudbæksbanke 31C,Middelfart,Rudbæksbanke 31C,5500,55.531063,9.770051,6 værelser,Villa,,,C,8995000,Fyn,1 dag,https://www.boligsiden.dk/addresses/0a3f50b3-303c-32b8-e044-0003ba298018,7.925.000,196,5.071,1456
Barfredsvej 41,Frederikshavn,Barfredsvej 41,9900,57.44124,10.527869,5 værelser,Villa,,,C,1195000,Nordjylland,57 dage,https://www.boligsiden.dk/addresses/0a3f50c7-4e8f-32b8-e044-0003ba298018,844.000,128,1.537,423
Johs Buchholtz Vej 24,Struer,Johs Buchholtz Vej 24,7600,56.48586,8.607968,4 værelser,Villa,,,D,1195000,Vestjylland,27 dage,https://www.boligsiden.dk/addresses/0a3f50be-d87b-32b8-e044-0003ba298018,813.000,150,1.028,590
Styrtom Bygade 13,Aabenraa,Styrtom Bygade 13,6200,55.020794,9.432231,4 værelser,Villa,,,E,798000,Sydjylland,7 dage,https://www.boligsiden.dk/addresses/0a3f50b8-5085-32b8-e044-0003ba298018,1.001.000,113,1.196,512
Vestergårdvej 39,Middelfart,Vestergårdvej 39,5500,55.53002,9.78732,6 værelser,Villa,,,C,2895000,Fyn,34 dage,https://www.boligsiden.dk/addresses/0a3f50b3-3c0f-32b8-e044-0003ba298018,2.448.000,160,2.092,922
Ewaldsbakken 3,Hellerup,Ewaldsbakken 3,2900,55.73058,12.546063,8 værelser,Villa,,,D,12995000,Københavns omegn,2 dage,https://www.boligsiden.dk/addresses/0a3f50a3-b9b1-32b8-e044-0003ba298018,12.377.000,277,8.188,1250
Vandværksvej 2,Gilleleje,Vandværksvej 2,3250,56.125523,12.298274,5 værelser,Villa,,,D,3995000,Nordsjælland,38 dage,https://www.boligsiden.dk/addresses/0a3f50a8-e3e3-32b8-e044-0003ba298018,4.050.000,144,3.816,527
Stakkeledet 13,Hørsholm,Stakkeledet 13,2970,55.861736,12.495763,4 værelser,Villa,,,A2015,8995000,Nordsjælland,249 dage,https://www.boligsiden.dk/addresses/0a3f50a7-fc43-32b8-e044-0003ba298018,3.175.000,198,5.594,1015
Holmehave 40,Ringsted,Holmehave 40,4100,55.458244,11.796815,5 værelser,Villa,,,D,2795000,Vest- og Sydsjælland,24 dage,https://www.boligsiden.dk/addresses/0a3f50ae-36a3-32b8-e044-0003ba298018,2.925.000,183,2.908,784
Elmegårdsalle 33,Hillerød,Elmegårdsalle 33,3400,55.939125,12.318605,6 værelser,Villa,,,C,5375000,Nordsjælland,Til salg i alt:31dage,https://www.boligsiden.dk/addresses/0a3f50a9-a66a-32b8-e044-0003ba298018,4.876.000,181,4.043,780
Højallé 7,Tarm,Højallé 7,6880,55.80339,8.495348,6 værelser,Villa,,,D,995000,Vestjylland,63 dage,https://www.boligsiden.dk/addresses/0a3f50bd-4080-32b8-e044-0003ba298018,953.000,223,1.205,1020
Skrænten 37,Køge,Skrænten 37,4600,55.409203,12.269231,4 værelser,Villa,,,C,3555000,Vest- og Sydsjælland,68 dage,https://www.boligsiden.dk/addresses/0a3f50ac-7572-32b8-e044-0003ba298018,3.461.000,86,2.981,818
Jacob Paludans Vej 75,Silkeborg,Jacob Paludans Vej 75,8600,56.19044,9.518861,5 værelser,Villa,,,C,2645000,Østjylland,9 dage,https://www.boligsiden.dk/addresses/0a3f50c1-de9d-32b8-e044-0003ba298018,2.433.000,145,3.212,1271
Søndergade 32,Tistrup,Søndergade 32,6862,55.715424,8.604181,5 værelser,Villa,,,C,995000,Sydjylland,10 dage,https://www.boligsiden.dk/addresses/0a3f50ba-378b-32b8-e044-0003ba298018,,141,1.306,816
Margrethe Alle 3,Vedbæk,Margrethe Alle 3,2950,55.855904,12.564568,8 værelser,Villa,,,F,18500000,Nordsjælland,9 dage,https://www.boligsiden.dk/addresses/0a3f50a6-e203-32b8-e044-0003ba298018,13.755.000,230,9.44,976
Sydbjerg 6,Rønde,Sydbjerg 6,8410,56.306583,10.425819,5 værelser,Villa,,,A2020,5795000,Østjylland,10 dage,https://www.boligsiden.dk/addresses/3e162d6e-37bb-4ef4-80b5-dc32700447e6,,178,4.208,1028
Ellemosevej 13,Lemvig,Ellemosevej 13,7620,56.579876,8.208112,8 værelser,Villa/Fritidsbolig,,,G,985000,Vestjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50be-6932-32b8-e044-0003ba298018,446.000,192,1.554,2010
Hjejlebakken 4,Odense NV,Hjejlebakken 4,5210,55.418095,10.336812,4 værelser,Villa,,,D,2495000,Fyn,71 dage,https://www.boligsiden.dk/addresses/0a3f50b4-0461-32b8-e044-0003ba298018,2.731.000,145,2.09,911
Thistedvej 61,Hanstholm,Thistedvej 61,7730,57.091312,8.674389,4 værelser,Villa,,,E,485000,Nordjylland,43 dage,https://www.boligsiden.dk/addresses/0a3f50c5-00f4-32b8-e044-0003ba298018,632.000,155,1.187,416
Frederiksborgvej 47,Ølstykke,Frederiksborgvej 47,3650,55.798008,12.159332,9 værelser,Villa,,,E,4495000,Nordsjælland,240 dage,https://www.boligsiden.dk/addresses/0a3f50aa-b559-32b8-e044-0003ba298018,5.445.000,233,4.554,929
Dalmosevej 2,Ringsted,Dalmosevej 2,4100,55.44419,11.777453,6 værelser,Villa,,,C,3250000,Vest- og Sydsjælland,57 dage,https://www.boligsiden.dk/addresses/0a3f50ae-2bb8-32b8-e044-0003ba298018,3.200.000,178,2.773,729
Blæsingevej 13,Slagelse,Blæsingevej 13,4200,55.46477,11.335413,4 værelser,Villa,,,D,795000,Vest- og Sydsjælland,57 dage,https://www.boligsiden.dk/addresses/0a3f50ae-820a-32b8-e044-0003ba298018,994.000,130,1.492,1320
Blomstervænget 5,Assens,Blomstervænget 5,5610,55.275246,9.892957,3 værelser,Villa,,,C,1800000,Fyn,41 dage,https://www.boligsiden.dk/addresses/0a3f50b2-4250-32b8-e044-0003ba298018,1.765.000,104,1.93,759
Lyngvej 30,Esbjerg V,Lyngvej 30,6710,55.49626,8.400822,3 værelser,Villa,,,,1798000,Sydjylland,Til salg i alt:22dage,https://www.boligsiden.dk/addresses/0a3f50b9-0f07-32b8-e044-0003ba298018,1.841.000,79,1.788,714
Spurvevej 15,Solrød Strand,Spurvevej 15,2680,55.534603,12.229423,5 værelser,Villa,,,,8495000,Østsjælland,Til salg i alt:70dage,https://www.boligsiden.dk/addresses/0a3f50ac-69ce-32b8-e044-0003ba298018,5.234.000,173,5.008,591
Tovrup 14,Augustenborg,Tovrup 14,6440,54.95413,9.955435,5 værelser,Villa/Landejendom,,,D,3795000,Sydjylland,23 dage,https://www.boligsiden.dk/addresses/0a3f50b6-47cc-32b8-e044-0003ba298018,1.640.000,260,2.416,3613
Hadsundvej 45,Terndrup,Hadsundvej 45,9575,56.808964,10.057175,4 værelser,Villa,,,C,1345000,Nordjylland,13 dage,https://www.boligsiden.dk/addresses/0a3f50c9-4cef-32b8-e044-0003ba298018,1.084.000,135,1.183,621
Solbuen 65,Hillerød,Solbuen 65,3400,55.93904,12.25304,6 værelser,Villa,,,,7750000,Nordsjælland,13 dage,https://www.boligsiden.dk/addresses/53dca423-b80c-3be2-e044-0003ba298018,6.399.000,180,4.643,719
Ulriksalle 20,Tønder,Ulriksalle 20,6270,54.935333,8.848981,6 værelser,Villa,,,C,1649000,Sydjylland,14 dage,https://www.boligsiden.dk/addresses/0a3f50b8-00f7-32b8-e044-0003ba298018,1.215.000,170,1.925,824
Hovedgaden 65,Brabrand,Hovedgaden 65,8220,56.153046,10.101466,6 værelser,Villa,,,D,3748000,Østjylland,66 dage,https://www.boligsiden.dk/addresses/0a3f50c3-2f44-32b8-e044-0003ba298018,3.806.000,170,3.8,334
Rygårds Alle 40,Hellerup,Rygårds Alle 40,2900,55.727554,12.561165,8 værelser,Villa,,,C,35000000,Københavns omegn,41 dage,https://www.boligsiden.dk/addresses/0a3f50a3-f8c0-32b8-e044-0003ba298018,21.252.000,359,16.909,1261
Skinderbro 17,Aabenraa,Skinderbro 17,6200,55.043453,9.400065,7 værelser,Villa,,,D,2695000,Sydjylland,384 dage,https://www.boligsiden.dk/addresses/0a3f50b8-4c60-32b8-e044-0003ba298018,2.514.000,200,2.593,938
Spodsbjergvej 265,Rudkøbing,Spodsbjergvej 265,5900,54.923153,10.796832,1 værelser,Villa/Fritidsbolig,,,E,395000,Fyn,16 dage,https://www.boligsiden.dk/addresses/0a3f50b5-4c04-32b8-e044-0003ba298018,317.000,76,677.0,397
Bundgårdsvej 20,Hammel,Bundgårdsvej 20,8450,56.2909,9.934086,5 værelser,Landejendom/Villa,,,D,3495000,Østjylland,1 dag,https://www.boligsiden.dk/addresses/0a3f50c0-0317-32b8-e044-0003ba298018,2.188.000,206,3.738,44130
Svanelundsvej 32,Hjørring,Svanelundsvej 32,9800,57.452602,9.981266,6 værelser,Villa,,,D,1995000,Nordjylland,3 dage,https://www.boligsiden.dk/addresses/0a3f50c8-42e9-32b8-e044-0003ba298018,1.598.000,131,1.925,446
Solbærvej 10,Blokhus,Solbærvej 10,9492,57.24987,9.6227665,5 værelser,Villa/Fritidsbolig,,,D,2295000,Nordjylland,29 dage,https://www.boligsiden.dk/addresses/0a3f50c8-f5ac-32b8-e044-0003ba298018,2.109.000,198,2.047,1200
Søvejen 23,Skjern,Søvejen 23,6900,56.021656,8.540246,7 værelser,Villa,,,F,1150000,Vestjylland,66 dage,https://www.boligsiden.dk/addresses/0a3f50be-c537-32b8-e044-0003ba298018,,225,1.334,7413
Skovvænget 5,Fårvang,Skovvænget 5,8882,56.265205,9.737391,5 værelser,Villa,,,B,2695000,Østjylland,Til salg i alt:9dage,https://www.boligsiden.dk/addresses/22729a66-a870-44d0-e044-0003ba298018,1.925.000,149,1.751,841
Kronhjortløkken 252,Odense NV,Kronhjortløkken 252,5210,55.426304,10.262291,4 værelser,Villa,,,D,2095000,Fyn,55 dage,https://www.boligsiden.dk/addresses/0a3f50b4-3b69-32b8-e044-0003ba298018,1.883.000,120,1.88,807
Leestrup Byvej 16,Tappernøje,Leestrup Byvej 16,4733,55.2018,12.038111,4 værelser,Villa,,,D,2945000,Vest- og Sydsjælland,639 dage,https://www.boligsiden.dk/addresses/0a3f50b1-2da7-32b8-e044-0003ba298018,,202,2.583,1896
Gyden 2A,Hjortshøj,Gyden 2A,8530,56.30112,10.2120905,6 værelser,Villa,,,C,1750000,Østjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50c3-029e-32b8-e044-0003ba298018,2.187.000,118,1.652,816
Fårdalen 93,Silkeborg,Fårdalen 93,8600,56.144978,9.470622,4 værelser,Villa,,,A2015,5195000,Østjylland,21 dage,https://www.boligsiden.dk/addresses/4383f5bd-3eef-4653-97ba-fab890c1d34a,3.939.000,165,2.713,772
Skovbakkevej 24,Aalborg,Skovbakkevej 24,9000,57.04254,9.902748,6 værelser,Villa,,,E,10475000,Nordjylland,325 dage,https://www.boligsiden.dk/addresses/0a3f50ca-b31d-32b8-e044-0003ba298018,7.638.000,248,5.31,926
Lyøvænget 78,Middelfart,Lyøvænget 78,5500,55.48779,9.745175,6 værelser,Villa,,,C,2295000,Fyn,17 dage,https://www.boligsiden.dk/addresses/0a3f50b3-2a4a-32b8-e044-0003ba298018,2.267.000,149,2.9,805
Egsmark Høje 46,Ebeltoft,Egsmark Høje 46,8400,56.221745,10.679475,6 værelser,Villa,,,B,7000000,Østjylland,49 dage,https://www.boligsiden.dk/addresses/2ef51a73-b6bb-4ee7-e044-0003ba298018,6.465.000,243,4.546,1264
Guldbjergvej 60,Bogense,Guldbjergvej 60,5400,55.544342,10.15051,9 værelser,Villa,,,C,1410000,Fyn,528 dage,https://www.boligsiden.dk/addresses/0a3f50b2-5c84-32b8-e044-0003ba298018,1.159.000,232,1.74,2892
Horsevænget 5,Brørup,Horsevænget 5,6650,55.48346,9.024023,5 værelser,Villa,,,C,1095000,Sydjylland,56 dage,https://www.boligsiden.dk/addresses/0a3f50b8-b89b-32b8-e044-0003ba298018,1.250.000,203,1.591,950
Mølvangvej 6,Jelling,Mølvangvej 6,7300,55.75582,9.416718,5 værelser,Villa,,,C,1895000,Sydjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50bb-adbf-32b8-e044-0003ba298018,1.738.000,161,2.041,508
Nørholm Alle 21,Kastrup,Nørholm Alle 21,2770,55.619225,12.598012,5 værelser,Villa,,,C,7495000,Byen København,58 dage,https://www.boligsiden.dk/addresses/977a4ea0-459d-40ec-b9d1-064e4b698e72,7.871.000,203,5.905,823
Dagmarvej 9,Herning,Dagmarvej 9,7400,56.130905,8.89834,6 værelser,Villa,,,C,1595000,Vestjylland,63 dage,https://www.boligsiden.dk/addresses/0a3f50bd-5a18-32b8-e044-0003ba298018,1.713.000,153,2.381,700
Ermelundsvej 32,Gentofte,Ermelundsvej 32,2820,55.758797,12.536747,6 værelser,Villa,,,E,8195000,Københavns omegn,747 dage,https://www.boligsiden.dk/addresses/0a3f50a3-b854-32b8-e044-0003ba298018,,160,5.707,816
Kræmmervejen 8,Ulstrup,Kræmmervejen 8,8860,56.368073,9.8185625,6 værelser,Villa,,,D,845000,Østjylland,42 dage,https://www.boligsiden.dk/addresses/0a3f50c5-0911-32b8-e044-0003ba298018,837.000,153,1.095,745
Due Odde 6,Aarhus V,Due Odde 6,8210,56.175755,10.177168,7 værelser,Villa,,,D,4495000,Østjylland,220 dage,https://www.boligsiden.dk/addresses/0a3f50c2-b3c7-32b8-e044-0003ba298018,4.253.000,137,3.89,623
Nørretoften 26B,Herning,Nørretoften 26B,7400,56.103714,8.986557,4 værelser,Villa,,,C,2350000,Vestjylland,9 dage,https://www.boligsiden.dk/addresses/0a3f50bd-9470-32b8-e044-0003ba298018,2.301.000,156,1.821,759
Lysgårdvej 14,Karup J,Lysgårdvej 14,7470,56.358864,9.297831,5 værelser,Villa,,,D,995000,Vestjylland,56 dage,https://www.boligsiden.dk/addresses/0a3f50c5-1688-32b8-e044-0003ba298018,1.044.000,188,1.324,630
Bynkevej 1,Hjørring,Bynkevej 1,9800,57.483925,9.990089,4 værelser,Villa,,,C,1495000,Nordjylland,24 dage,https://www.boligsiden.dk/addresses/0a3f50c8-0a26-32b8-e044-0003ba298018,1.477.000,138,1.797,1009
Søndre Bygade 9,Storvorde,Søndre Bygade 9,9280,56.98606,10.104045,5 værelser,Villa,,,C,1345000,Nordjylland,168 dage,https://www.boligsiden.dk/addresses/0a3f50c9-0cce-32b8-e044-0003ba298018,1.048.000,114,1.165,590
Stolpevej 18,Brøndby,Stolpevej 18,2605,55.66324,12.434231,3 værelser,Villa,,,E,4195000,Københavns omegn,62 dage,https://www.boligsiden.dk/addresses/0a3f50a3-73bc-32b8-e044-0003ba298018,2.895.000,78,2.523,631
Rolighedsvej 36,Rudkøbing,Rolighedsvej 36,5900,54.938065,10.718058,4 værelser,Villa/Fritidsbolig,,,G,1395000,Fyn,58 dage,https://www.boligsiden.dk/addresses/0a3f50b5-492f-32b8-e044-0003ba298018,1.232.000,143,1.381,601
Sejrupvej 71,Give,Sejrupvej 71,7323,55.873566,9.314565,5 værelser,Villa/Landejendom,,,D,1495000,Sydjylland,Til salg i alt:66dage,https://www.boligsiden.dk/addresses/0a3f50bb-0896-32b8-e044-0003ba298018,1.117.000,139,1.184,3822
Rødlundvænget 33,Harlev J,Rødlundvænget 33,8462,56.14263,9.987228,7 værelser,Villa,,,,5495000,Østjylland,69 dage,https://www.boligsiden.dk/addresses/0a3f50c4-0431-32b8-e044-0003ba298018,4.032.000,217,2.531,702
Fejringhusvej 16,Hedensted,Fejringhusvej 16,8722,55.772774,9.715474,5 værelser,Villa,,,C,2695000,Østjylland,Til salg i alt:48dage,https://www.boligsiden.dk/addresses/0a3f50bb-1720-32b8-e044-0003ba298018,2.597.000,188,1.782,923
Villerslevvej 8,Bedsted Thy,Villerslevvej 8,7755,56.820923,8.490818,7 værelser,Villa,,,E,545000,Nordjylland,36 dage,https://www.boligsiden.dk/addresses/0a3f50c5-fd8b-32b8-e044-0003ba298018,445.000,157,1.263,1918
Leandersvej 16,Dianalund,Leandersvej 16,4293,55.522884,11.490372,5 værelser,Villa,,,D,2095000,Vest- og Sydsjælland,26 dage,https://www.boligsiden.dk/addresses/0a3f50ac-a408-32b8-e044-0003ba298018,1.586.000,173,1.903,880
Folemestervej 13,Hillerød,Folemestervej 13,3400,55.94364,12.289085,6 værelser,Villa,,,D,4695000,Nordsjælland,55 dage,https://www.boligsiden.dk/addresses/0a3f50a9-a88c-32b8-e044-0003ba298018,4.995.000,159,3.689,703
Krarupvej 58,Skive,Krarupvej 58,7800,56.570644,8.961546,8 værelser,Landejendom/Villa,,,G,825000,Vestjylland,22 dage,https://www.boligsiden.dk/addresses/0a3f50c5-a483-32b8-e044-0003ba298018,,230,2.164,17600
Lupinvej 4,Vestbjerg,Lupinvej 4,9380,57.131153,9.965294,5 værelser,Villa,,,D,2995000,Nordjylland,117 dage,https://www.boligsiden.dk/addresses/0a3f50ca-5baa-32b8-e044-0003ba298018,2.509.000,213,2.641,780
Fallesgårdevej 17,Karup J,Fallesgårdevej 17,7470,56.368538,9.224216,5 værelser,Landejendom/Villa,,,B,3395000,Vestjylland,780 dage,https://www.boligsiden.dk/addresses/0a3f50c5-137b-32b8-e044-0003ba298018,1.633.000,197,2.441,14820
Nørreskovgårdsvej 3,Kolding,Nørreskovgårdsvej 3,6000,55.5296,9.474586,5 værelser,Villa,,,F,7995000,Sydjylland,32 dage,https://www.boligsiden.dk/addresses/0a3f50bc-2ab0-32b8-e044-0003ba298018,4.094.000,171,4.439,6564
Aaparken 18,Løgumkloster,Aaparken 18,6240,55.06852,8.9386,5 værelser,Villa,,,C,1095000,Sydjylland,15 dage,https://www.boligsiden.dk/addresses/0a3f50b6-ffb4-32b8-e044-0003ba298018,885.000,167,1.299,884
Søndrevej 42B,Horsens,Søndrevej 42B,8700,55.827145,9.861192,6 værelser,Villa,,,C,3295000,Østjylland,50 dage,https://www.boligsiden.dk/addresses/0a3f50bb-9882-32b8-e044-0003ba298018,2.809.000,161,2.382,742
Ustrupvej 20,Skanderborg,Ustrupvej 20,8660,55.979122,9.944341,4 værelser,Villa,,,C,2695000,Østjylland,560 dage,https://www.boligsiden.dk/addresses/0a3f50c2-42c0-32b8-e044-0003ba298018,,201,2.335,2681
Borgergade 7C,Klippinge,Borgergade 7C,4672,55.36638,12.339317,4 værelser,Villa,,,C,2185000,Vest- og Sydsjælland,30 dage,https://www.boligsiden.dk/addresses/1f7a7527-936d-403c-e044-0003ba298018,1.964.000,120,1.938,1135
Søndergade 26,Hals,Søndergade 26,9370,57.05402,10.371152,5 værelser,Villa,,,C,1295000,Nordjylland,3 dage,https://www.boligsiden.dk/addresses/0a3f50c7-d63d-32b8-e044-0003ba298018,1.049.000,152,1.821,1148
Fyrrebakken 4,Brovst,Fyrrebakken 4,9460,57.096657,9.516761,8 værelser,Villa,,,C,1395000,Nordjylland,Til salg i alt:36dage,https://www.boligsiden.dk/addresses/1f7ffc4e-3937-4b77-a1b7-7e64d3859f8a,1.129.000,210,1.588,945
Irlandsvej 63,København S,Irlandsvej 63,2300,55.645443,12.606014,3 værelser,Villa,,,A2015,9495000,Byen København,38 dage,https://www.boligsiden.dk/addresses/5e0e22dd-b9f6-4d1e-86f4-38be1eca817c,10.061.000,152,5.58,507
Vanghavevej 2,Ørsted,Vanghavevej 2,8950,56.54819,10.299237,4 værelser,Villa/Fritidsbolig,,,E,548000,Østjylland,15 dage,https://www.boligsiden.dk/addresses/0a3f50c1-7e16-32b8-e044-0003ba298018,488.000,116,936.0,1046
Fredensvej 22,Ry,Fredensvej 22,8680,56.093422,9.757132,5 værelser,Villa,,,C,3795000,Østjylland,3 dage,https://www.boligsiden.dk/addresses/0a3f50c1-8368-32b8-e044-0003ba298018,2.412.000,129,2.159,568
Kvottrupvej 81,Sabro,Kvottrupvej 81,8471,56.216488,10.080133,4 værelser,Villa,,,B,2348000,Østjylland,201 dage,https://www.boligsiden.dk/addresses/0a3f50c3-7562-32b8-e044-0003ba298018,1.957.000,135,2.108,1399
Brydeholm 22,Greve,Brydeholm 22,2670,55.60239,12.320011,4 værelser,Villa,,,D,3795000,Østsjælland,28 dage,https://www.boligsiden.dk/addresses/0a3f50aa-e39a-32b8-e044-0003ba298018,4.602.000,167,4.015,751
Rønne Allé 73,Silkeborg,Rønne Allé 73,8600,56.17562,9.5768795,6 værelser,Villa,,,D,4795000,Østjylland,17 dage,https://www.boligsiden.dk/addresses/0a3f50c2-00bf-32b8-e044-0003ba298018,3.071.000,142,3.633,697
Kirkebakken 4,Skive,Kirkebakken 4,7800,56.565205,9.020368,8 værelser,Villa,,,F,1445000,Vestjylland,848 dage,https://www.boligsiden.dk/addresses/0a3f50c5-a319-32b8-e044-0003ba298018,1.152.000,147,1.725,1025
Hagelundsvej 31,Liseleje,Hagelundsvej 31,3360,56.008076,11.969768,6 værelser,Villa/Fritidsbolig,,,D,3250000,Nordsjælland,296 dage,https://www.boligsiden.dk/addresses/ab9d5b4d-ec0d-4028-9429-043eb181b4db,3.737.000,198,3.698,1586
Sejerøvej 39,Ålsgårde,Sejerøvej 39,3140,56.077633,12.528545,5 værelser,Villa,,,C,4995000,Nordsjælland,99 dage,https://www.boligsiden.dk/addresses/0a3f50a9-7db5-32b8-e044-0003ba298018,4.070.000,165,4.172,910
Tølløsevej 92,Brønshøj,Tølløsevej 92,2700,55.69893,12.481304,4 værelser,Villa,,,D,8195000,Byen København,10 dage,https://www.boligsiden.dk/addresses/0a3f50a1-50de-32b8-e044-0003ba298018,5.173.000,136,3.888,719
Frifeltvej 4,Brande,Frifeltvej 4,7330,56.008312,9.1151905,5 værelser,Villa,,,D,995000,Vestjylland,308 dage,https://www.boligsiden.dk/addresses/0a3f50bd-62a1-32b8-e044-0003ba298018,707.000,178,1.546,1010
Annebergvej 21,Brønshøj,Annebergvej 21,2700,55.697765,12.500764,4 værelser,Villa,,,D,6995000,Byen København,45 dage,https://www.boligsiden.dk/addresses/0a3f509d-2c1d-32b8-e044-0003ba298018,5.749.000,129,4.49,511
Hovedgaden 42,Gesten,Hovedgaden 42,6621,55.525738,9.209506,5 værelser,Villa,,,E,995000,Sydjylland,76 dage,https://www.boligsiden.dk/addresses/0a3f50ba-11c0-32b8-e044-0003ba298018,1.251.000,172,1.913,904
Rønnestvej 14,Frederikshavn,Rønnestvej 14,9900,57.420464,10.525464,4 værelser,Villa/Fritidsbolig,,,F,495000,Nordjylland,17 dage,https://www.boligsiden.dk/addresses/0a3f50c7-8491-32b8-e044-0003ba298018,848.000,84,1.122,675
